Hour,Stock,Percentage Change
2022-04-16 14:15:59.919310,BTC-USD,-0.31522744587359325
2022-04-16 10:15:59.919310,BTC-USD,-0.31522744587359325
2022-04-16 07:15:59.919310,BTC-USD,-0.31522744587359325
2022-04-16 06:15:59.919310,BTC-USD,-0.31522744587359325
2022-04-16 05:15:59.919310,BTC-USD,-0.31522744587359325
2022-04-16 01:15:59.919310,BTC-USD,-0.31522744587359325
2022-04-16 00:15:59.919310,BTC-USD,-0.31522744587359325
2022-04-15 21:15:59.919310,BTC-USD,1.5374854503702728
2022-04-15 17:15:59.919310,BTC-USD,1.5374854503702728
2022-04-15 15:15:59.919310,BTC-USD,1.5374854503702728
2022-04-15 14:15:59.919310,BTC-USD,1.5374854503702728
2022-04-15 13:15:59.919310,BTC-USD,1.5374854503702728
2022-04-15 11:15:59.919310,BTC-USD,1.5374854503702728
2022-04-15 06:15:59.919310,BTC-USD,1.5374854503702728
2022-04-15 02:15:59.919310,BTC-USD,1.5374854503702728
2022-04-15 00:15:59.919310,BTC-USD,1.5374854503702728
2022-04-14 21:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-14 20:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-14 15:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-14 12:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-14 08:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-14 07:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-14 05:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-14 03:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-14 02:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-14 01:15:59.919310,BTC-USD,-2.9754533921178443
2022-04-13 23:15:59.919310,BTC-USD,2.5998687258521866
2022-04-13 18:15:59.919310,BTC-USD,2.5998687258521866
2022-04-13 17:15:59.919310,BTC-USD,2.5998687258521866
2022-04-13 15:15:59.919310,BTC-USD,2.5998687258521866
2022-04-13 12:15:59.919310,BTC-USD,2.5998687258521866
2022-04-13 09:15:59.919310,BTC-USD,2.5998687258521866
2022-04-13 08:15:59.919310,BTC-USD,2.5998687258521866
2022-04-13 06:15:59.919310,BTC-USD,2.5998687258521866
2022-04-13 05:15:59.919310,BTC-USD,2.5998687258521866
2022-04-12 22:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 21:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 20:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 19:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 14:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 13:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 10:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 08:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 06:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 05:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 04:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 03:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 02:15:59.919310,BTC-USD,1.5011712214386634
2022-04-12 00:15:59.919310,BTC-USD,1.5011712214386634
2022-04-11 22:15:59.919310,BTC-USD,-6.348508895200855
2022-04-11 21:15:59.919310,BTC-USD,-6.348508895200855
2022-04-11 20:15:59.919310,BTC-USD,-6.348508895200855
2022-04-11 17:15:59.919310,BTC-USD,-6.348508895200855
2022-04-11 12:15:59.919310,BTC-USD,-6.348508895200855
2022-04-11 10:15:59.919310,BTC-USD,-6.348508895200855
2022-04-11 07:15:59.919310,BTC-USD,-6.348508895200855
2022-04-11 05:15:59.919310,BTC-USD,-6.348508895200855
2022-04-10 19:15:59.919310,BTC-USD,-1.3403538125005765
2022-04-10 12:15:59.919310,BTC-USD,-1.3403538125005765
2022-04-10 11:15:59.919310,BTC-USD,-1.3403538125005765
2022-04-10 10:15:59.919310,BTC-USD,-1.3403538125005765
2022-04-10 09:15:59.919310,BTC-USD,-1.3403538125005765
2022-04-10 08:15:59.919310,BTC-USD,-1.3403538125005765
2022-04-10 05:15:59.919310,BTC-USD,-1.3403538125005765
2022-04-09 21:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 19:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 16:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 14:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 12:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 10:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 06:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 04:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 03:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 02:15:59.919310,BTC-USD,1.1826726970979504
2022-04-09 00:15:59.919310,BTC-USD,1.1826726970979504
2022-04-08 23:15:59.919310,BTC-USD,-2.7984572583248295
2022-04-08 22:15:59.919310,BTC-USD,-2.7984572583248295
2022-04-08 19:15:59.919310,BTC-USD,-2.7984572583248295
2022-04-08 17:15:59.919310,BTC-USD,-2.7984572583248295
2022-04-08 14:15:59.919310,BTC-USD,-2.7984572583248295
2022-04-08 13:15:59.919310,BTC-USD,-2.7984572583248295
2022-04-08 12:15:59.919310,BTC-USD,-2.7984572583248295
2022-04-08 08:15:59.919310,BTC-USD,-2.7984572583248295
2022-04-08 06:15:59.919310,BTC-USD,-2.7984572583248295
2022-04-07 18:15:59.919310,BTC-USD,0.6858708702192906
2022-04-07 17:15:59.919310,BTC-USD,0.6858708702192906
2022-04-07 16:15:59.919310,BTC-USD,0.6858708702192906
2022-04-07 14:15:59.919310,BTC-USD,0.6858708702192906
2022-04-07 10:15:59.919310,BTC-USD,0.6858708702192906
2022-04-07 07:15:59.919310,BTC-USD,0.6858708702192906
2022-04-07 05:15:59.919310,BTC-USD,0.6858708702192906
2022-04-07 03:15:59.919310,BTC-USD,0.6858708702192906
2022-04-07 02:15:59.919310,BTC-USD,0.6858708702192906
2022-04-06 20:15:59.919310,BTC-USD,-5.132616684199083
2022-04-06 19:15:59.919310,BTC-USD,-5.132616684199083
2022-04-06 16:15:59.919310,BTC-USD,-5.132616684199083
2022-04-06 15:15:59.919310,BTC-USD,-5.132616684199083
2022-04-06 14:15:59.919310,BTC-USD,-5.132616684199083
2022-04-06 10:15:59.919310,BTC-USD,-5.132616684199083
2022-04-06 08:15:59.919310,BTC-USD,-5.132616684199083
2022-04-06 06:15:59.919310,BTC-USD,-5.132616684199083
2022-04-06 05:15:59.919310,BTC-USD,-5.132616684199083
2022-04-06 04:15:59.919310,BTC-USD,-5.132616684199083
2022-04-05 22:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-05 20:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-05 18:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-05 16:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-05 15:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-05 12:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-05 11:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-05 10:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-05 08:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-05 07:15:59.919310,BTC-USD,-2.2917467124736737
2022-04-04 18:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 13:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 12:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 09:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 08:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 07:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 05:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 04:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 03:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 02:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 01:15:59.919310,BTC-USD,0.3819599511858294
2022-04-04 00:15:59.919310,BTC-USD,0.3819599511858294
2022-04-03 21:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 19:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 17:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 16:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 12:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 10:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 09:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 06:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 04:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 03:15:59.919310,BTC-USD,1.2962250138139584
2022-04-03 01:15:59.919310,BTC-USD,1.2962250138139584
2022-04-02 23:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 21:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 20:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 17:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 16:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 14:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 13:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 11:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 07:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 06:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 05:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 03:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-02 00:15:59.919310,BTC-USD,-0.8999595580689418
2022-04-01 23:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 22:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 19:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 16:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 15:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 13:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 09:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 07:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 06:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 05:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 03:15:59.919310,BTC-USD,1.5969571250432821
2022-04-01 00:15:59.919310,BTC-USD,1.5969571250432821
2022-03-31 23:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 22:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 18:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 17:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 16:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 14:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 10:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 08:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 06:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 05:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 03:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 02:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 01:15:59.919310,BTC-USD,-3.237150675926364
2022-03-31 00:15:59.919310,BTC-USD,-3.237150675926364
2022-03-30 20:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 18:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 15:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 14:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 12:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 11:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 08:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 06:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 04:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 03:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 02:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-30 00:15:59.919310,BTC-USD,-0.8307209025031431
2022-03-29 20:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 19:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 15:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 14:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 13:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 12:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 10:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 09:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 08:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 07:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 05:15:59.919310,BTC-USD,0.7755617317779692
2022-03-29 04:15:59.919310,BTC-USD,0.7755617317779692
2022-03-28 23:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 18:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 16:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 13:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 10:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 09:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 08:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 05:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 04:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 03:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 02:15:59.919310,BTC-USD,0.6538663754920787
2022-03-28 00:15:59.919310,BTC-USD,0.6538663754920787
2022-03-27 20:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 17:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 15:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 14:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 12:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 11:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 08:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 07:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 05:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 03:15:59.919310,BTC-USD,5.201928384496564
2022-03-27 00:15:59.919310,BTC-USD,5.201928384496564
2022-03-26 21:15:59.919310,BTC-USD,0.34040412332198067
2022-03-26 14:15:59.919310,BTC-USD,0.34040412332198067
2022-03-26 12:15:59.919310,BTC-USD,0.34040412332198067
2022-03-26 11:15:59.919310,BTC-USD,0.34040412332198067
2022-03-26 09:15:59.919310,BTC-USD,0.34040412332198067
2022-03-26 07:15:59.919310,BTC-USD,0.34040412332198067
2022-03-26 05:15:59.919310,BTC-USD,0.34040412332198067
2022-03-26 04:15:59.919310,BTC-USD,0.34040412332198067
2022-03-26 00:15:59.919310,BTC-USD,0.34040412332198067
2022-03-25 23:15:59.919310,BTC-USD,0.8738486372720065
2022-03-25 21:15:59.919310,BTC-USD,0.8738486372720065
2022-03-25 19:15:59.919310,BTC-USD,0.8738486372720065
2022-03-25 17:15:59.919310,BTC-USD,0.8738486372720065
2022-03-25 14:15:59.919310,BTC-USD,0.8738486372720065
2022-03-25 07:15:59.919310,BTC-USD,0.8738486372720065
2022-03-25 06:15:59.919310,BTC-USD,0.8738486372720065
2022-03-25 03:15:59.919310,BTC-USD,0.8738486372720065
2022-03-25 01:15:59.919310,BTC-USD,0.8738486372720065
2022-03-24 23:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 22:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 20:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 19:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 17:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 15:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 13:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 12:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 11:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 10:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 08:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 06:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 05:15:59.919310,BTC-USD,2.5049314676960517
2022-03-24 00:15:59.919310,BTC-USD,2.5049314676960517
2022-03-23 17:15:59.919310,BTC-USD,1.247694734696132
2022-03-23 16:15:59.919310,BTC-USD,1.247694734696132
2022-03-23 15:15:59.919310,BTC-USD,1.247694734696132
2022-03-23 13:15:59.919310,BTC-USD,1.247694734696132
2022-03-23 09:15:59.919310,BTC-USD,1.247694734696132
2022-03-23 07:15:59.919310,BTC-USD,1.247694734696132
2022-03-23 05:15:59.919310,BTC-USD,1.247694734696132
2022-03-23 02:15:59.919310,BTC-USD,1.247694734696132
2022-03-23 00:15:59.919310,BTC-USD,1.247694734696132
2022-03-22 19:15:59.919310,BTC-USD,3.1277689686448022
2022-03-22 16:15:59.919310,BTC-USD,3.1277689686448022
2022-03-22 15:15:59.919310,BTC-USD,3.1277689686448022
2022-03-22 12:15:59.919310,BTC-USD,3.1277689686448022
2022-03-22 08:15:59.919310,BTC-USD,3.1277689686448022
2022-03-22 06:15:59.919310,BTC-USD,3.1277689686448022
2022-03-22 03:15:59.919310,BTC-USD,3.1277689686448022
2022-03-21 23:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 22:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 21:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 17:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 16:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 15:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 14:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 11:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 08:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 05:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 02:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-21 01:15:59.919310,BTC-USD,-0.40764238314008605
2022-03-20 23:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-20 21:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-20 19:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-20 16:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-20 15:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-20 12:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-20 09:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-20 06:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-20 03:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-20 02:15:59.919310,BTC-USD,-2.2364318118692714
2022-03-19 21:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 20:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 18:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 16:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 15:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 13:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 11:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 10:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 09:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 08:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 07:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 06:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 04:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 03:15:59.919310,BTC-USD,0.9474990723804912
2022-03-19 01:15:59.919310,BTC-USD,0.9474990723804912
2022-03-18 23:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 18:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 16:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 13:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 12:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 09:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 05:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 03:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 02:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 01:15:59.919310,BTC-USD,2.091390293667767
2022-03-18 00:15:59.919310,BTC-USD,2.091390293667767
2022-03-17 23:15:59.919310,BTC-USD,-0.4605273652171998
2022-03-17 21:15:59.919310,BTC-USD,-0.4605273652171998
2022-03-17 19:15:59.919300,BTC-USD,-0.4605273652171998
